Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Mali,MLI,2022,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.66030811653279
Mali,MLI,2021,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.08955640810454
Mali,MLI,2020,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.6704060353288
Mali,MLI,2019,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,29.979296747457
Mali,MLI,2018,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,20.4125315153074
Mali,MLI,2017,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,20.9211628213579
Mali,MLI,2016,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,29.427166035695
Mali,MLI,2015,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,24.4618900915903
Mali,MLI,2014,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,19.2249437081374
Mali,MLI,2013,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.6980785002929
Mali,MLI,2012,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.91461816538635
Mali,MLI,2011,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.60481395348837
Mali,MLI,2010,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.5078917105894
Mali,MLI,2009,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,17.6463631422451
Mali,MLI,2008,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,17.3921737688609
Mali,MLI,2007,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.5264411157025
Mali,MLI,2006,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,17.8397410604192
Mali,MLI,2005,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,14.9248242013207
Mali,MLI,2004,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,16.6741717666259
Mali,MLI,2003,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,12.8627465499832
Mali,MLI,2002,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.4148040816327
Mali,MLI,2001,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.27152317880795
Mali,MLI,2000,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.7962472406181
Mali,MLI,1999,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.9933774834437
Mali,MLI,1998,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.1324503311258
Mali,MLI,1997,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.5518763796909
Mali,MLI,1996,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.02649006622517
Mali,MLI,1995,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.16944024205749
Mali,MLI,1994,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.91139240506329
Mali,MLI,1993,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.16993464052288
Mali,MLI,1992,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,12.621359223301
