Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Cameroon,CMR,1981,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,411.364705882353
Cameroon,CMR,1977,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,1416.66666666667
Cameroon,CMR,1976,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,543.708333333333
Cameroon,CMR,2022,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,14.6247274193548
Cameroon,CMR,2021,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.3853290322581
Cameroon,CMR,2020,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.3853290322581
Cameroon,CMR,2019,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.3853290322581
Cameroon,CMR,2018,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.3853290322581
Cameroon,CMR,2017,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.0283806451613
Cameroon,CMR,2016,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.9036225806452
Cameroon,CMR,2015,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.5909580645161
Cameroon,CMR,2014,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.62103548387097
Cameroon,CMR,2013,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.0583387096774
Cameroon,CMR,2012,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.3357338709677
Cameroon,CMR,2011,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,11.0359677419355
Cameroon,CMR,2010,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.23903225806452
Cameroon,CMR,2009,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.00285091396948
Cameroon,CMR,2008,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.5574375314439
Cameroon,CMR,2007,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.62284085192017
Cameroon,CMR,2006,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.03219855777293
Cameroon,CMR,2005,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.9989937950696
Cameroon,CMR,2004,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,11.0627516778523
Cameroon,CMR,2003,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.15520134228188
Cameroon,CMR,2002,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.76862416107383
Cameroon,CMR,2001,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.80906040268456
Cameroon,CMR,2000,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.73221476510067
Cameroon,CMR,1999,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.30704697986577
Cameroon,CMR,1998,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.63305369127517
Cameroon,CMR,1997,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.5755033557047
Cameroon,CMR,1996,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.70469798657718
Cameroon,CMR,1995,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.03355704697987
Cameroon,CMR,1994,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.03355704697987
Cameroon,CMR,1993,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.74228187919463
Cameroon,CMR,1992,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.50671140939597
Cameroon,CMR,1991,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.04201680672269
Cameroon,CMR,1990,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.67003367003367
Cameroon,CMR,1989,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.81481481481481
Cameroon,CMR,1988,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.17424242424242
